order_id,order_item_id,customer_key,product_key,seller_key,purchase_date_key,shipping_limit_date_key,order_status,price,freight_value,item_total_value,item_count,order_purchase_timestamp,shipping_limit_date,load_batch_id,record_inserted_at
001862358bf858722e1e2ae000cfed8b,1,77768,6238,2208,20180206,20180213,delivered,99.99,13.72,113.71,1,2018-02-06 19:11:57,2018-02-13 19:10:37,FULL_LOAD_001,2026-05-23 17:52:26.680184
0019c29108428acffd089c36103c9440,1,85512,21860,1549,20180306,20180312,delivered,59.9,19.95,79.85,1,2018-03-06 06:40:28,2018-03-12 06:50:26,FULL_LOAD_001,2026-05-23 17:52:26.680184
001ab0a7578dd66cd4b0a71f5b6e1e41,1,15061,26488,2322,20171227,20180104,delivered,24.89,17.63,42.519999999999996,1,2017-12-27 00:38:47,2018-01-04 02:33:42,FULL_LOAD_001,2026-05-23 17:52:26.680184
001ab0a7578dd66cd4b0a71f5b6e1e41,2,15061,26488,2322,20171227,20180104,delivered,24.89,17.63,42.519999999999996,1,2017-12-27 00:38:47,2018-01-04 02:33:42,FULL_LOAD_001,2026-05-23 17:52:26.680184
001ab0a7578dd66cd4b0a71f5b6e1e41,3,15061,26488,2322,20171227,20180104,delivered,24.89,17.63,42.519999999999996,1,2017-12-27 00:38:47,2018-01-04 02:33:42,FULL_LOAD_001,2026-05-23 17:52:26.680184
001ac194d4a326a6fa99b581e9a3d963,1,82237,4519,153,20180704,20180710,delivered,54.0,8.54,62.54,1,2018-07-04 11:39:11,2018-07-10 02:51:10,FULL_LOAD_001,2026-05-23 17:52:26.680184
001b76dd48a5b1eee3e87778daa40df8,1,11397,20491,711,20180326,20180402,delivered,81.99,13.01,95.0,1,2018-03-26 17:42:53,2018-04-02 17:50:17,FULL_LOAD_001,2026-05-23 17:52:26.680184
001c85b5f68d2be0cb0797afc9e8ce9a,1,507,21689,2464,20171124,20171129,delivered,99.0,13.71,112.71000000000001,1,2017-11-24 19:19:18,2017-11-29 22:38:47,FULL_LOAD_001,2026-05-23 17:52:26.680184
001d8f0e34a38c37f7dba2a37d4eba8b,1,70021,20437,2364,20170514,20170518,delivered,18.99,7.78,26.77,1,2017-05-14 17:19:44,2017-05-18 17:35:11,FULL_LOAD_001,2026-05-23 17:52:26.680184
001d8f0e34a38c37f7dba2a37d4eba8b,2,70021,20437,2364,20170514,20170518,delivered,18.99,7.78,26.77,1,2017-05-14 17:19:44,2017-05-18 17:35:11,FULL_LOAD_001,2026-05-23 17:52:26.680184
001daeb0eddc45b999bad0801ad9d273,1,75400,25461,508,20170517,20170525,delivered,38.33,16.79,55.12,1,2017-05-17 23:19:34,2017-05-25 02:15:20,FULL_LOAD_001,2026-05-23 17:52:26.680184
001dbc16dc51075e987543d23a0507c7,1,36286,15669,2464,20170128,20170201,delivered,69.9,18.0,87.9,1,2017-01-28 13:17:57,2017-02-01 13:17:57,FULL_LOAD_001,2026-05-23 17:52:26.680184
001e7ba991be1b19605ca0316e7130f9,1,4396,28687,2352,20170318,20170323,delivered,195.0,18.21,213.21,1,2017-03-18 11:47:37,2017-03-23 11:47:37,FULL_LOAD_001,2026-05-23 17:52:26.680184
001e7cf2ad6bef3ade12ebc56ceaf0f3,1,15116,31814,1043,20180519,20180522,delivered,35.9,15.2,51.099999999999994,1,2018-05-19 10:29:23,2018-05-22 10:59:50,FULL_LOAD_001,2026-05-23 17:52:26.680184
0020262c8a370bd5a174ea6a2a267321,1,88307,6914,2922,20171128,20171204,delivered,79.5,21.05,100.55,1,2017-11-28 09:32:49,2017-12-04 09:58:07,FULL_LOAD_001,2026-05-23 17:52:26.680184
0020a222f55eb79a372d0efee3cca688,1,10762,19480,2596,20170815,20170821,delivered,29.99,15.1,45.089999999999996,1,2017-08-15 02:45:18,2017-08-21 03:03:44,FULL_LOAD_001,2026-05-23 17:52:26.680184
002175704e8b209f61b9ad5cfd92b60e,1,28679,23429,1514,20180422,20180426,delivered,109.9,13.21,123.11000000000001,1,2018-04-22 12:13:25,2018-04-26 12:30:57,FULL_LOAD_001,2026-05-23 17:52:26.680184
00229e4e43f7a7e0b9dd819ad43268d3,1,45239,15720,602,20180331,20180410,delivered,74.9,16.49,91.39,1,2018-03-31 16:41:54,2018-04-10 16:50:11,FULL_LOAD_001,2026-05-23 17:52:26.680184
0025081dcf9330f9a5052ae82c6ce396,1,32772,13188,299,20180327,20180402,delivered,14.95,18.23,33.18,1,2018-03-27 16:25:35,2018-04-02 16:35:20,FULL_LOAD_001,2026-05-23 17:52:26.680184
00254baeb6c932b0a8aeead91fbd02b5,1,22851,9010,618,20180508,20180514,delivered,149.9,43.11,193.01,1,2018-05-08 21:45:54,2018-05-14 22:14:46,FULL_LOAD_001,2026-05-23 17:52:26.680184
00259a44fcad3fc0474329e925d14fc3,1,27282,9697,282,20171227,20180103,delivered,19.99,14.1,34.089999999999996,1,2017-12-27 17:52:11,2018-01-03 17:59:35,FULL_LOAD_001,2026-05-23 17:52:26.680184
0025c5d1a8ca53a240ec2634bb4492ea,1,59698,2759,391,20180708,20180710,delivered,390.0,29.39,419.39,1,2018-07-08 09:17:59,2018-07-10 09:30:09,FULL_LOAD_001,2026-05-23 17:52:26.680184
002611a77fe03d076285fd4ca95db77c,1,62210,14757,548,20180227,20180307,delivered,135.0,21.75,156.75,1,2018-02-27 17:46:23,2018-03-07 02:49:09,FULL_LOAD_001,2026-05-23 17:52:26.680184
002691433f09002ac9ca0c4e8dbb8ead,1,49434,18861,2683,20170202,20170206,delivered,104.0,16.43,120.43,1,2017-02-02 21:18:03,2017-02-06 21:18:03,FULL_LOAD_001,2026-05-23 17:52:26.680184
0026a368634b6e6f34f33b1499773a30,1,74110,21005,1025,20171027,20171110,delivered,149.0,15.8,164.8,1,2017-10-27 21:10:26,2017-11-10 21:26:45,FULL_LOAD_001,2026-05-23 17:52:26.680184
00275bce676303c3bfd7292aefdfa223,1,83936,32438,582,20171124,20171204,delivered,279.9,13.46,293.35999999999996,1,2017-11-24 23:10:30,2017-12-04 03:32:47,FULL_LOAD_001,2026-05-23 17:52:26.680184
00276d5c3491fbf55305e26891040df9,1,68959,17682,2883,20180213,20180227,delivered,44.9,23.22,68.12,1,2018-02-13 11:47:21,2018-02-27 11:55:57,FULL_LOAD_001,2026-05-23 17:52:26.680184
002834535f7a609a5c68266f173fa59e,1,37044,12234,988,20180723,20180726,delivered,37.99,19.18,57.17,1,2018-07-23 17:26:00,2018-07-26 17:44:36,FULL_LOAD_001,2026-05-23 17:52:26.680184
0028de0ca693a1bb26448916a81105cc,1,638,12292,391,20180815,20180821,delivered,29.99,15.31,45.3,1,2018-08-15 14:59:36,2018-08-21 03:35:17,FULL_LOAD_001,2026-05-23 17:52:26.680184
002955b0acc63d04f6724a31967e82bd,1,57971,17613,1311,20171218,20171222,delivered,120.0,15.59,135.59,1,2017-12-18 13:43:54,2017-12-22 15:51:31,FULL_LOAD_001,2026-05-23 17:52:26.680184
0029c5db35ef291ce99d1262012e7daa,1,80036,14260,2583,20180825,20180903,delivered,492.75,21.62,514.37,1,2018-08-25 00:09:40,2018-09-03 03:50:23,FULL_LOAD_001,2026-05-23 17:52:26.680184
0029f17cf0e7640c5cb6825af681303f,1,78691,9275,736,20180502,20180508,delivered,94.9,18.54,113.44,1,2018-05-02 11:59:06,2018-05-08 12:14:52,FULL_LOAD_001,2026-05-23 17:52:26.680184
002af7fa9eb99d1456bceb6a13d6fc0b,1,97271,20702,748,20180218,20180222,delivered,88.34,21.11,109.45,1,2018-02-18 18:46:28,2018-02-22 19:46:50,FULL_LOAD_001,2026-05-23 17:52:26.680184
002b430ff89b3a24c31a1170acbbedea,1,39650,14036,2208,20170620,20170626,delivered,199.99,65.56,265.55,1,2017-06-20 21:55:21,2017-06-26 22:10:14,FULL_LOAD_001,2026-05-23 17:52:26.680184
002b4e6fa42cd4a22cc86abc18fe9c05,1,9278,19820,2106,20180311,20180315,delivered,99.9,19.67,119.57000000000001,1,2018-03-11 10:24:44,2018-03-15 10:35:37,FULL_LOAD_001,2026-05-23 17:52:26.680184
002c9def9c9b951b1bec6d50753c9891,1,75254,25446,2685,20180514,20180521,delivered,78.0,8.9,86.9,1,2018-05-14 16:57:47,2018-05-21 17:32:03,FULL_LOAD_001,2026-05-23 17:52:26.680184
002c9def9c9b951b1bec6d50753c9891,2,75254,25446,2685,20180514,20180521,delivered,78.0,8.9,86.9,1,2018-05-14 16:57:47,2018-05-21 17:32:03,FULL_LOAD_001,2026-05-23 17:52:26.680184
002d040018d12a3853c059f7f23ab5b1,1,86076,20462,999,20171119,20171127,delivered,155.0,14.84,169.84,1,2017-11-19 19:16:07,2017-11-27 03:47:23,FULL_LOAD_001,2026-05-23 17:52:26.680184
002f16b7bc4530031b7d90f791b12d8a,1,66901,20614,1816,20180702,20180704,delivered,249.9,34.23,284.13,1,2018-07-02 16:51:47,2018-07-04 17:11:12,FULL_LOAD_001,2026-05-23 17:52:26.680184
002f19a65a2ddd70a090297872e6d64e,1,99085,21285,2809,20180321,20180327,shipped,53.98,23.31,77.28999999999999,1,2018-03-21 13:05:30,2018-03-27 13:15:27,FULL_LOAD_001,2026-05-23 17:52:26.680184
002f98c0f7efd42638ed6100ca699b42,1,60426,24292,74,20170804,20170810,delivered,8.99,32.57,41.56,1,2017-08-04 09:19:10,2017-08-10 09:30:15,FULL_LOAD_001,2026-05-23 17:52:26.680184
002f98c0f7efd42638ed6100ca699b42,2,60426,24601,174,20170804,20170810,delivered,44.9,7.16,52.06,1,2017-08-04 09:19:10,2017-08-10 09:30:15,FULL_LOAD_001,2026-05-23 17:52:26.680184
0030d783f979fbc5981e75613b057344,1,7837,8681,2521,20171124,20171129,delivered,60.6,17.67,78.27000000000001,1,2017-11-24 20:03:02,2017-11-29 23:13:38,FULL_LOAD_001,2026-05-23 17:52:26.680184
0030ff924c38549807645976adeef2c0,1,87387,14166,1536,20180325,20180406,delivered,225.0,67.24,292.24,1,2018-03-25 16:52:27,2018-04-06 17:10:21,FULL_LOAD_001,2026-05-23 17:52:26.680184
00310b0c75bb13015ec4d82d341865a4,1,36500,28554,2315,20180815,20180817,canceled,39.9,15.38,55.28,1,2018-08-15 14:29:08,2018-08-17 15:04:25,FULL_LOAD_001,2026-05-23 17:52:26.680184
00324b3eda39ba5ecce3945823e3594c,1,12234,11487,1293,20180410,20180417,delivered,76.0,34.07,110.07,1,2018-04-10 01:14:18,2018-04-17 09:12:11,FULL_LOAD_001,2026-05-23 17:52:26.680184
0032d07457ae9c806c79368d7d9ce96b,1,15983,7508,2879,20180310,20180315,delivered,159.0,27.19,186.19,1,2018-03-10 18:53:06,2018-03-15 19:28:51,FULL_LOAD_001,2026-05-23 17:52:26.680184
003324c70b19a16798817b2b3640e721,1,45231,14058,1133,20170518,20170524,delivered,102.9,14.45,117.35000000000001,1,2017-05-18 19:04:48,2017-05-24 19:22:34,FULL_LOAD_001,2026-05-23 17:52:26.680184
003324c70b19a16798817b2b3640e721,2,45231,14058,1133,20170518,20170524,delivered,102.9,14.45,117.35000000000001,1,2017-05-18 19:04:48,2017-05-24 19:22:34,FULL_LOAD_001,2026-05-23 17:52:26.680184
00335b686d693c7d72deeb12f8e89227,1,4639,9300,1657,20170717,20170728,delivered,63.9,16.89,80.78999999999999,1,2017-07-17 21:25:23,2017-07-28 03:45:26,FULL_LOAD_001,2026-05-23 17:52:26.680184
00335f75ea6a4455b524a8dd177067f5,1,38935,15802,1274,20180425,20180502,delivered,168.8,8.21,177.01000000000002,1,2018-04-25 21:47:26,2018-05-02 22:10:29,FULL_LOAD_001,2026-05-23 17:52:26.680184
00337fe25a3780b3424d9ad7c5a4b35e,1,43821,3403,453,20170925,20170929,delivered,59.9,9.94,69.84,1,2017-09-25 17:39:29,2017-09-29 17:50:16,FULL_LOAD_001,2026-05-23 17:52:26.680184
00337fe25a3780b3424d9ad7c5a4b35e,2,43821,21087,453,20170925,20170929,delivered,59.9,9.94,69.84,1,2017-09-25 17:39:29,2017-09-29 17:50:16,FULL_LOAD_001,2026-05-23 17:52:26.680184
003423b755b562962a6225a8de40d12e,1,84773,16893,2676,20180708,20180718,delivered,232.75,28.58,261.33,1,2018-07-08 11:28:17,2018-07-18 04:25:09,FULL_LOAD_001,2026-05-23 17:52:26.680184
00345f338696283410b7977d2e3efc89,1,80298,21951,280,20180820,20180823,delivered,48.9,18.44,67.34,1,2018-08-20 11:06:46,2018-08-23 15:11:40,FULL_LOAD_001,2026-05-23 17:52:26.680184
0035246a40f520710769010f752e7507,1,47262,25503,2464,20170817,20170823,delivered,87.0,12.11,99.11,1,2017-08-17 00:57:23,2017-08-23 01:25:39,FULL_LOAD_001,2026-05-23 17:52:26.680184
0035c0b07126fe9c24a325216fb96064,1,22156,31656,47,20171124,20171212,delivered,131.9,18.54,150.44,1,2017-11-24 01:08:37,2017-12-12 01:29:45,FULL_LOAD_001,2026-05-23 17:52:26.680184
0035e6b7ade84b3f5b86bd49814793df,1,34829,32841,383,20180221,20180227,delivered,19.9,14.1,34.0,1,2018-02-21 02:46:23,2018-02-27 03:31:08,FULL_LOAD_001,2026-05-23 17:52:26.680184
0036757472ece3dde52fd4bfd929c90e,1,16349,25810,1183,20180719,20180808,delivered,136.99,66.04,203.03000000000003,1,2018-07-19 14:58:59,2018-08-08 15:10:11,FULL_LOAD_001,2026-05-23 17:52:26.680184
0036887767dea4bd43b1a88cd0d9477a,1,34606,32184,2956,20171013,20171019,delivered,399.99,23.64,423.63,1,2017-10-13 00:04:49,2017-10-19 01:07:30,FULL_LOAD_001,2026-05-23 17:52:26.680184
00378c6c981f234634c0b9d6128df6dd,1,83710,31685,2494,20180202,20180208,delivered,41.0,11.85,52.85,1,2018-02-02 19:39:46,2018-02-08 19:50:27,FULL_LOAD_001,2026-05-23 17:52:26.680184
003822434f91204da0a51fe4cf2aba18,1,72731,26610,788,20180613,20180621,delivered,69.0,18.58,87.58,1,2018-06-13 14:10:54,2018-06-21 02:30:28,FULL_LOAD_001,2026-05-23 17:52:26.680184
003822434f91204da0a51fe4cf2aba18,2,72731,26610,788,20180613,20180621,delivered,69.0,18.58,87.58,1,2018-06-13 14:10:54,2018-06-21 02:30:28,FULL_LOAD_001,2026-05-23 17:52:26.680184
0039500db36d50d7d0bfaf23723550f3,1,33911,12688,602,20180706,20180710,delivered,169.9,33.33,203.23000000000002,1,2018-07-06 10:37:32,2018-07-10 10:51:09,FULL_LOAD_001,2026-05-23 17:52:26.680184
003a7f59d7e08a9c61d9e2881fe6459c,1,9710,17206,1515,20180819,20180822,delivered,119.0,15.28,134.28,1,2018-08-19 12:51:50,2018-08-22 11:49:46,FULL_LOAD_001,2026-05-23 17:52:26.680184
003a94f778ef8cfd50247c8c1b582257,1,81916,12808,1961,20180803,20180807,delivered,39.9,18.08,57.98,1,2018-08-03 14:52:31,2018-08-07 15:05:14,FULL_LOAD_001,2026-05-23 17:52:26.680184
003cc6161d7a2593f2525cce0c330d32,1,38460,3287,2394,20180803,20180807,delivered,85.0,12.9,97.9,1,2018-08-03 19:33:35,2018-08-07 20:04:14,FULL_LOAD_001,2026-05-23 17:52:26.680184
003d0634280ff3d1d3a54459349a6899,1,5703,23831,303,20180317,20180322,delivered,220.0,8.89,228.89,1,2018-03-17 17:50:30,2018-03-22 18:08:43,FULL_LOAD_001,2026-05-23 17:52:26.680184
003d804eef0e1b856881cd18e0cc0d4c,1,13031,6370,2618,20171117,20171127,delivered,277.0,35.74,312.74,1,2017-11-17 19:43:10,2017-11-27 12:15:18,FULL_LOAD_001,2026-05-23 17:52:26.680184
003d9fc84ad902adf2265248b5ffe1a4,1,63064,13985,1931,20180819,20180822,delivered,66.99,27.75,94.74,1,2018-08-19 19:43:01,2018-08-22 19:35:22,FULL_LOAD_001,2026-05-23 17:52:26.680184
003edccf16bc5ec447f592913b3df2b4,1,79640,22808,72,20180707,20180712,delivered,14.0,50.85,64.85,1,2018-07-07 09:02:51,2018-07-12 10:15:21,FULL_LOAD_001,2026-05-23 17:52:26.680184
003f201cdd39cdd59b6447cff2195456,1,90163,2796,810,20180221,20180305,delivered,85.0,17.03,102.03,1,2018-02-21 16:59:24,2018-03-05 17:10:41,FULL_LOAD_001,2026-05-23 17:52:26.680184
003f201cdd39cdd59b6447cff2195456,2,90163,2796,810,20180221,20180305,delivered,85.0,17.03,102.03,1,2018-02-21 16:59:24,2018-03-05 17:10:41,FULL_LOAD_001,2026-05-23 17:52:26.680184
003f9bcc09427647c4b9d361a523545b,1,68210,27116,69,20180206,20180212,delivered,229.0,9.8,238.8,1,2018-02-06 13:06:45,2018-02-12 13:15:37,FULL_LOAD_001,2026-05-23 17:52:26.680184
00404fa7a687c8c44ca69d42695aae73,1,57615,794,243,20180507,20180515,delivered,99.9,0.0,99.9,1,2018-05-07 22:38:21,2018-05-15 04:31:26,FULL_LOAD_001,2026-05-23 17:52:26.680184
0040a56893444cb56cba7cfe2225e34e,1,46040,26253,473,20180122,20180129,delivered,84.9,34.39,119.29,1,2018-01-22 23:50:35,2018-01-29 00:15:10,FULL_LOAD_001,2026-05-23 17:52:26.680184
004157daafa0bc8672e01f00e4f0c04f,1,38852,30094,1591,20170521,20170525,delivered,189.0,33.91,222.91,1,2017-05-21 13:13:54,2017-05-25 13:25:15,FULL_LOAD_001,2026-05-23 17:52:26.680184
00418a49a685c6bb60633291c3fab17a,1,81628,195,798,20171003,20171009,delivered,49.0,7.78,56.78,1,2017-10-03 20:43:03,2017-10-09 20:50:45,FULL_LOAD_001,2026-05-23 17:52:26.680184
004345d16a1ab2c21962992c721c8643,1,38957,1224,2808,20180704,20180710,delivered,37.9,15.37,53.269999999999996,1,2018-07-04 06:45:05,2018-07-10 07:31:33,FULL_LOAD_001,2026-05-23 17:52:26.680184
0044c6f6d22dd280534344177c81b989,1,74779,22682,1375,20180518,20180523,delivered,179.93,16.14,196.07,1,2018-05-18 16:59:09,2018-05-23 17:15:37,FULL_LOAD_001,2026-05-23 17:52:26.680184
0045e3085f083f0f38d24bb3f22e6593,1,83739,24354,2803,20170810,20170817,delivered,116.9,13.84,130.74,1,2017-08-10 16:13:36,2017-08-17 07:15:16,FULL_LOAD_001,2026-05-23 17:52:26.680184
0045f5225a96ef46630701167528fdcb,1,11526,22986,206,20180610,20180619,delivered,94.9,15.51,110.41000000000001,1,2018-06-10 11:23:39,2018-06-19 04:17:48,FULL_LOAD_001,2026-05-23 17:52:26.680184
0046176ff0dbc2a178b7885355dfbb71,1,5140,21727,1197,20180529,20180606,delivered,121.99,15.73,137.72,1,2018-05-29 19:22:17,2018-06-06 19:35:18,FULL_LOAD_001,2026-05-23 17:52:26.680184
